Anom_ID,Accident_Date,Accident_Time,Location,Geo_ID,Accident_Location,Classification_of_Accident,Initial_Impact_Type,Environment_Condition,Light,Road_Surface_Condition,Traffic_Control,Traffic_Control_Condition,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,Max_Injury,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,X,Y,Latitude,Longitude,ObjectId
20--9841,2020/12/22,5:30 PM,BANK ST @ WALKLEY RD (0011423),11423,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,370337.8554,5025947.736,45.37040769,-75.66330339,9507
20--9842,2020/12/22,5:35 PM,STRANDHERD DR @ 210 W OF WOODROFFE AVE (0010890),10890,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,365924.3383,5015321.472,45.27519268,-75.72095524,9508
20--9843,2020/12/22,6:40 PM,AMESBROOKE DR @ MAITLAND AVE (0003216),3216,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,363769.7047,5025177.5,45.36406066,-75.7472407,9509
20--9844,2020/12/22,7:12 PM,HWY 417 VANIER IC117R63 @ VANIER PKWY (0002101),2101,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,370799.7205,5031397.564,45.41939986,-75.6566785,9510
20--9845,2020/12/22,8:40 AM,RUSSELL RD @ TUPPER AVE (0007655),7655,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,3,0,0,0,02 - Minor,2,,2,,,374256.7359,5028748.55,45.3952307,-75.61288434,9511
20--9846,2020/12/22,8:50 AM,SUSSEX DR @ JOHN ST (0007657),7657,02 - Intersection related,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,367860.8424,5033944.928,45.44259123,-75.69390041,9512
20--9847,2020/12/22,8:56 PM,MOODIE DR @ RICHMOND RD N (0001487),1487,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,357393.6396,5019689.458,45.31518627,-75.82920978,9513
20--9848,2020/12/22,9:10 AM,BANK ST @ RIVERSIDE DR S (0002704),2704,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,369304.7175,5027894.55,45.38802038,-75.67623735,9514
20--9849,2020/12/22,9:30 AM,PRINCE OF WALES DR @ WEST HUNT CLUB RD (0000567),567,02 - Intersection related,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367458.7163,5021891.493,45.3341738,-75.70057059,9515
20--985,2020/01/20,6:54 PM,WOODROFFE AVE btwn GRENFELL CRES & SLACK RD (__3ZA3IA),__3ZA3IA,04 - At/near private drive,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,364423.2836,5019528.781,45.31317879,-75.73957904,9516
20--9850,2020/12/22,9:46 AM,HWY 417 CASTLEFR IC139R61 @ KANATA AVE (0012625),12625,03 - At intersection,02 - Non-fatal injury,07 - SMV other,03 - Snow,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,1,0,0,0,01 - Minimal,1,1,,,,351616.0492,5019224.812,45.31141426,-75.90293801,9517
20--9851,2020/12/22,9:46 AM,BRIDGE ST btwn MANOTICK MAIN ST & DICKINSON CIRC (__3ZA388),__3ZA388,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,368727.1825,5009962.579,45.22672456,-75.68592501,9518
20--9852,2020/12/22,9:50 AM,BLAIR RD @ REGIONAL RD 174 S/OR174 IC112 RAMP15 (0012435),12435,02 - Intersection related,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,374907.8125,5032661.539,45.43037283,-75.6040131,9519
20--9853,2020/12/23,1:45 PM,CARLING AVE @ HOLLAND AVE (0002146),2146,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,365416.6979,5028038.549,45.38966334,-75.72586722,9520
20--9854,2020/12/23,10:00 AM,WOODROFFE AVE btwn HWY417 IC127 RAMP63 & HWY417 IC127 RAMP35 (__3ZA25N),__3ZA25N,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,362111.0854,5024869.581,45.3614276,-75.76844723,9521
20--9855,2020/12/23,10:45 AM,CARP RD @ STITTSVILLE MAIN ST (0005253),5253,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,349524.7828,5014330.196,45.26750724,-75.93004861,9522
20--9856,2020/12/23,10:51 AM,BANK ST @ HERON RD (0002155),2155,02 - Intersection related,03 - P.D. only,04 - Sideswipe,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,369995.7211,5026851.541,45.37857176,-75.66755151,9523
20--9857,2020/12/23,11:43 PM,HIGHWAY 417 btwn HWY417 IC127 RAMP25 & HWY417 IC126 RAMP51 (__3ZA2XA),__3ZA2XA,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,362821.999,5025370.146,45.36587316,-75.75931469,9524
20--9858,2020/12/23,11:49 AM,COLDREY AVE @ KIRKWOOD AVE (0006736),6736,02 - Intersection related,02 - Non-fatal injury,07 - SMV other,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,00 - Unknown,1,0,0,0,02 - Minor,1,,1,,,364438.6972,5027136.54,45.38163119,-75.73846509,9525
20--9859,2020/12/23,Unknown,O'CONNOR ST btwn COOPER ST & SOMERSET ST W (__3ZA34V),__3ZA34V,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,367813.8729,5031077.55,45.41679578,-75.69486767,9526
20--986,2020/01/20,6:57 PM,LISGAR ST btwn BANK ST & O'CONNOR ST (__3ZA9UO),__3ZA9UO,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,367745.7118,5031149.355,45.41744799,-75.69572931,9527
20--9860,2020/12/23,Unknown,LINDENPARK PRIV btwn BREEZEHILL AVE S & APPLEGATE PRIV (__6ZTZDK),__6ZTZDK,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,366450.2527,5028846.124,45.39683949,-75.71256808,9528
20--9861,2020/12/23,12:00 PM,DUMAURIER AVE @ RICHMOND RD (0002679),2679,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,359627.6674,5023735.511,45.35142188,-75.80027041,9529
20--9862,2020/12/23,12:00 PM,INDUSTRIAL AVE @ RIVERSIDE DR (0011905),11905,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,370684.7218,5030592.548,45.41216749,-75.65825538,9530
20--9863,2020/12/23,12:07 PM,LAKESIDE AVE @ QUEEN ELIZABETH DRWY (0002625),2625,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,03 - Snow,01 - Daylight,03 - Loose snow,02 - Stop sign,00 - Unknown,2,0,0,0,02 - Minor,1,,1,,,367455.792,5028711.425,45.39553824,-75.69974312,9531
20--9864,2020/12/23,2:00 PM,INNES RD btwn CYRVILLE RD & STONEHENGE CRES (__3ZA3RE),__3ZA3RE,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,375065.9984,5031132.043,45.41659539,-75.60220988,9532
20--9865,2020/12/23,2:18 PM,CHAMPLAIN ST @ JEANNE D'ARC BLVD (0004106),4106,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,381379.7468,5038723.597,45.48423559,-75.52036853,9533
20--9866,2020/12/23,3:00 AM,HWY417 IC127 RAMP63 btwn HIGHWAY 417 & WOODROFFE AVE (__3ZAY81),__3ZAY81,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,361950.257,5024873.985,45.36148036,-75.77049947,9534
20--9070,2020/11/26,10:10 AM,KILBORN AVE btwn ROONEY'S LANE & KILBORN PL (__3ZA5OM),__3ZA5OM,04 - At/near private drive,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,01 - Minimal,1,1,,,,369729.1948,5027563.758,45.38500481,-75.67086061,9535
20--9071,2020/11/26,10:25 PM,HERON RD btwn JEFFERSON ST & TURN LANE (__3ZA3BI),__3ZA3BI,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,1,02 - Minor,1,,1,,,372018.7117,5027078.584,45.38042344,-75.64169301,9536
20--9699,2020/12/18,10:39 AM,BELISLE ST/DIEPPE ST @ MCARTHUR AVE (0009320),9320,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,371324.7138,5032811.558,45.43207264,-75.64978009,9537
20--9072,2020/11/26,10:45 AM,MAITLAND AVE/HWY 417 MAITLAND IC126R53 @ HWY 4 (0008229),8229,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,363229.6844,5025774.526,45.36947785,-75.75406296,9538
20--9073,2020/11/26,11:15 PM,HIGHWAY 417 btwn HWY417 IC138 RAMP61 & HWY417 IC134 RAMP36 (__3ZA20I),__3ZA20I,01 - Non intersection,03 - P.D. only,07 - SMV other,"07 - Fog, mist, smoke, dust",07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,355648.6501,5021839.041,45.33465704,-75.85124353,9539
20--97,2020/01/03,9:47 AM,RUSSELL RD @ SAND RD (0004679),4679,02 - Intersection related,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,00 - Unknown,1,0,0,0,03 - Major,1,,,1,,391107.8364,5025920.482,45.36791253,-75.39818915,9540
20--9074,2020/11/26,11:50 AM,SMYTH RD E/LANCASTER RD @ ST. LAURENT BLVD N/R (0002256),2256,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,373364.7263,5029424.553,45.40140098,-75.62418196,9541
20--9237,2020/12/01,5:09 PM,CARP RD @ MCGEE SIDE RD (0005760),5760,03 - At intersection,03 - P.D. only,05 - Turning movement,02 - Rain,07 - Dark,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,344196.5569,5019441.492,45.31381947,-75.99754024,9542
20--970,2020/01/20,4:10 PM,LEITRIM RD btwn FENTON RD & BANK ST (__3ZA3SF),__3ZA3SF,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,0,0,,0,,,,,374299.3418,5020933.846,45.32491308,-75.6134391,9543
20--9075,2020/11/26,12:15 PM,RUSSELL RD btwn HAIG DR & CUBA AVE (__3ZA786),__3ZA786,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,372935.3834,5029526.267,45.40235808,-75.62965152,9544
20--9076,2020/11/26,3:00 PM,KENMARE PL btwn CHATHAM GDN & END (__3ZA1R9),__3ZA1R9,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,361842.3656,5014952.115,45.27221218,-75.77301906,9545
20--9077,2020/11/26,3:00 PM,TERRY FOX DR S @ DIDSBURY RD/CENTRUM KANATA SC (0011820),11820,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,350623.4807,5018915.731,45.30869854,-75.9156245,9546
20--9078,2020/11/26,3:37 PM,BASELINE RD @ CLYDE AVE (0002343),2343,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,364358.7083,5024890.5,45.36142848,-75.73975721,9547
20--9079,2020/11/26,4:00 PM,HIGHWAY 417 btwn HWY417 IC122 RAMP16 & HWY417 IC122 RAMP61 (__3ZA2RA),__3ZA2RA,01 - Non intersection,03 - P.D. only,04 - Sideswipe,"07 - Fog, mist, smoke, dust",01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,365231.9019,5028821.196,45.3967214,-75.72813117,9548
20--908,2020/01/19,3:30 PM,SECOND AVE btwn LYON ST S & BANK ST (__3ZA92B),__3ZA92B,01 - Non intersection,03 - P.D. only,01 - Approaching,01 - Clear,01 - Daylight,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,368114.2156,5029514.031,45.40270062,-75.69123137,9549
20--9080,2020/11/26,4:06 PM,EDGEWATER ST btwn TERRY FOX DR & HAZELDEAN RD (__3ZBNCU),__3ZBNCU,04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,352113.7688,5017535.988,45.29618445,-75.89675195,9550
20--9081,2020/11/26,4:25 PM,BLAIR RD @ OGILVIE RD (0004120),4120,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,374507.7182,5033198.574,45.43524477,-75.6090497,9551
20--9082,2020/11/26,4:30 PM,WEST HUNT CLUB RD @ 545 E OF ROYDON PL/SUNDERLAND ST (0010375),10375,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,366352.7024,5022407.507,45.3389147,-75.71461611,9552
20--9083,2020/11/26,4:37 PM,AVIATION PKWY @ OGILVIE RD (0004114),4114,02 - Intersection related,03 - P.D. only,02 - Angle,02 - Rain,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,373110.707,5032376.585,45.42798679,-75.62701715,9553
20--9084,2020/11/26,5:11 PM,WOODROFFE AVE @ HWY 417 WOODROFF IC127R26/HWY4 (0002355),2355,02 - Intersection related,03 - P.D. only,03 - Rear end,"07 - Fog, mist, smoke, dust",07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,362082.6877,5024939.513,45.36205917,-75.76880158,9554
20--9085,2020/11/26,5:15 PM,MELROSE AVE btwn GLADSTONE AVE & END (__3ZA4AX),__3ZA4AX,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,02 - Rain,07 - Dark,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,365595.062,5029262.808,45.40066349,-75.72343869,9555
20--9086,2020/11/26,5:36 PM,MAITLAND AVE btwn TARA DR & ERINDALE DR (__3ZA4I7),__3ZA4I7,01 - Non intersection,03 - P.D. only,03 - Rear end,"07 - Fog, mist, smoke, dust",07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,363688.2214,5025218.364,45.3644352,-75.74827589,9556
20--9087,2020/11/26,5:45 PM,HARPER AVE btwn WILBURY RD & END (__3ZA1HB),__3ZA1HB,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,373960.6631,5032690.766,45.4307301,-75.61611223,9557
20--9088,2020/11/26,7:15 PM,HAWTHORNE AVE/ISABELLA ST @ QUEEN ELIZABETH DR (0002105),2105,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368665.6995,5030476.574,45.41131117,-75.68406281,9558
20--942,2020/01/20,11:30 AM,FISHER AVE @ DEER PARK RD/DYNES RD (0002341),2341,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,366407.7005,5025455.518,45.36633533,-75.71353465,9559
20--9089,2020/11/26,7:35 AM,AVIATION PKWY @ MONTREAL RD (0008799),8799,02 - Intersection related,03 - P.D. only,03 - Rear end,02 - Rain,03 - Dawn,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,372146.7009,5034108.585,45.44366398,-75.6390984,9560
20--909,2020/01/19,3:47 PM,RICHMOND RD btwn PERTH ST & CAMBRIAN RD (__3ZAB98),__3ZAB98,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,1,0,0,0,,0,,,,,359061.1555,5009163.227,45.22034282,-75.80909352,9561
20--9090,2020/11/26,8:37 PM,BASELINE RD @ CLYDE AVE (0002343),2343,03 - At intersection,02 - Non-fatal injury,07 - SMV other,"07 - Fog, mist, smoke, dust",07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,1,0,0,1,01 - Minimal,1,1,,,,364359.0228,5024889.551,45.36141991,-75.73975331,9562
20--9091,2020/11/26,9:13 AM,HIGHWAY 417 btwn HWY417 IC134 RAMP36 & HWY417 IC134 RAMP26 (__3ZA29C),__3ZA29C,01 - Non intersection,03 - P.D. only,04 - Sideswipe,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,356357.3359,5022256.077,45.33835786,-75.84215886,9563
20--9092,2020/11/26,9:17 AM,HWY417 IC134 RAMP25 btwn MOODIE DR & HIGHWAY 417 (__3ZAY5K),__3ZAY5K,01 - Non intersection,03 - P.D. only,07 - SMV other,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,356478.7571,5022036.582,45.33637389,-75.84063262,9564
20--9093,2020/11/26,9:19 AM,DECOEUR DR/SOUTHFIELD WAY @ TENTH LINE RD (0013515),13515,03 - At intersection,02 - Non-fatal injury,07 - SMV other,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,1,0,0,1,02 - Minor,1,,1,,,384551.517,5034726.576,45.447919,-75.48044916,9565
20--9094,2020/11/26,9:33 AM,DWYER HILL RD btwn FLOOD RD & GILROY RD (__3ZA4ZW),__3ZA4ZW,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,01 - Minimal,1,1,,,,357094.6777,4986061.276,45.01261013,-75.8365443,9566
20--9095,2020/11/27,1:45 PM,CONROY RD @ HUNT CLUB RD (0002257),2257,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,373763.7358,5025404.515,45.36519128,-75.61964738,9567
20--9096,2020/11/27,10:17 AM,ALPINE AVE @ CARLING AVE (0011382),11382,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,3,,3,,,360496.6767,5024942.521,45.36221404,-75.78904467,9568
20--9097,2020/11/27,10:37 AM,KINBURN SIDE RD btwn STONECREST RD & TORBOLTON RIDGE RD (__3ZA4Q7),__3ZA4Q7,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,"07 - Fog, mist, smoke, dust",01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,02 - Minor,1,,1,,,334984.9452,5033129.712,45.43744833,-76.11418446,9569
20--9098,2020/11/27,10:42 AM,INNES RD @ TENTH LINE RD (0004633),4633,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,383951.7447,5036159.567,45.46087994,-75.48788487,9570
20--9099,2020/11/27,10:52 AM,GEORGE ST btwn WILLIAM ST & DALHOUSIE ST (__3ZA8Z1),__3ZA8Z1,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,368115.8284,5032288.421,45.42766353,-75.69085433,9571
20--91,2020/01/03,8:20 AM,MONTREAL RD @ VANIER PKWY (0004630),4630,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,370072.6995,5033065.601,45.43447639,-75.66574607,9572
20--910,2020/01/19,4:06 AM,REGIONAL ROAD 174 btwn OR174 IC102 RAMP15 & OR174 IC101 RAMP63 (__3ZA11S),__3ZA11S,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,382609.5313,5038810.867,45.48488478,-75.50462529,9573
20--9100,2020/11/27,11:24 PM,RIVERSIDE DR @ HERON RD (0002236),2236,03 - At intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,1,0,0,0,02 - Minor,2,,2,,,368121.1027,5026647.228,45.37690533,-75.69151126,9574
20--9101,2020/11/27,12:00 PM,MERIVALE RD @ SLACK RD (0000110),110,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,366019.7095,5020955.496,45.32587884,-75.71904414,9575
20--9102,2020/11/27,12:07 AM,REGIONAL ROAD 174 btwn OR174 IC105 RAMP63 & OR174 IC102 RAMP36 (__3ZA27F),__3ZA27F,01 - Non intersection,03 - P.D. only,07 - SMV other,"07 - Fog, mist, smoke, dust",07 - Dark,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,380664.6653,5037742.435,45.47548599,-75.52966629,9576
20--9103,2020/11/27,12:35 PM,RIVERSIDE DR @ SMYTH RD NORTH SIDE RAMP (0011479),11479,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,2,,2,,,369937.5678,5029316.738,45.40075817,-75.66796857,9577
20--9104,2020/11/27,12:36 PM,MAITLAND AVE/HWY 417 MAITLAND IC126R53 @ HWY 4 (0008229),8229,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,363229.6794,5025774.521,45.36947781,-75.75406303,9578
20--9105,2020/11/27,12:43 PM,8TH LINE RD @ PARKWAY RD (0001611),1611,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,383165.7883,5016891.459,45.28760837,-75.50099066,9579
20--9106,2020/11/27,2:00 AM,HIGHWAY 417 btwn HWY417 IC117 RAMP51 & HWY417 IC117 RAMP35 (__3ZA2YN),__3ZA2YN,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,370631.4612,5031160.261,45.41728056,-75.65885993,9580
20--9107,2020/11/27,2:06 PM,ST. JOSEPH BLVD btwn MARENGER ST & JEANNE D'ARC BLVD S (__3ZA2BS),__3ZA2BS,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,379764.0698,5036409.732,45.46359263,-75.54138687,9581
20--9108,2020/11/27,2:10 PM,KAYBURN AVE @ LYALL ST (0001348),1348,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,365573.6918,5025345.543,45.3654186,-75.72419389,9582
20--9109,2020/11/27,2:54 PM,INDUSTRIAL AVE @ RIVERSIDE DR (0011905),11905,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,370684.7145,5030592.543,45.41216745,-75.65825548,9583
20--911,2020/01/19,4:06 PM,INNES RD @ ORCHARDVIEW AVE/ESPRIT DR (0012279),12279,02 - Intersection related,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,1,0,0,0,01 - Minimal,1,1,,,,384844.7539,5036560.561,45.46438597,-75.47640248,9584
20--9110,2020/11/27,3:41 PM,EAGLESON RD @ FAULKNER TR (0000119),119,02 - Intersection related,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,1,0,0,0,,0,,,,,355544.6298,5013684.418,45.26128781,-75.85340512,9585
20--9111,2020/11/27,3:51 PM,SHAKESPEARE ST btwn STE. ANNE ST & GRANVILLE ST (__3ZA8XL),__3ZA8XL,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,370763.9328,5033666.917,45.4398219,-75.65683176,9586
20--9112,2020/11/27,4:20 PM,HIGHWAY 417 btwn HWY417 IC118 RAMP67 & HWY417 IC117 RAMP36 (__3ZA2YO),__3ZA2YO,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,369768.4683,5031157.69,45.41733809,-75.66988571,9587
20--9113,2020/11/27,4:25 PM,HIGHWAY 417 btwn HWY417 IC117 RAMP25 & HWY417 IC115 RAMP51 (__3ZA2R3),__3ZA2R3,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,05 - Dusk,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,371645.8176,5031410.761,45.41943828,-75.64586678,9588
